"species","individual.m2","asat.m2","gs.m2","chlorophyll.m2","N.m2","C.N.m2","P.m2","LMA.m2","sto_dens.m2","sto_length.m2","lcp.m2","ITE.m2","individual.stderr","asat.stderr","gs.stderr","chlorophyll.stderr","N.stderr","C.N.stderr","P.stderr","LMA.stderr","sto_dens.stderr","sto_length.stderr","lcp.stderr","ITE.stderr"
"Sel_anc",3,3.063438101,0.072784751,11.904989332,2.354,17.522212694,0.155691397,12.763449412,65.347826086,18.6776,1.6812621566,4.0885847004,0.707106781186548,0.102031579280278,0.00299400427621452,1.30286057553468,0.158322455766704,1.24694635572566,0.0243138110328691,0.834232798732026,3.29518179511829,0.570751697325553,0.777059652307127,0.258003758297488
"Sel_art",3,3.3806677512,0.0823118,10.989192666,2.546,14.981869924,0.167759204,12.460634174,32.702702702,26.05135,2.3817770106,4.6333269992,0.707106781186548,0.234002671988305,0.00559883797946821,0.870332098164464,0.0917387595294377,0.461248628180338,0.0260263124432114,0.476605466485441,2.32023524780507,0.367368818990761,0.437856340317717,0.455105754420507
"Sel_ate",3,1.7426241492,0.062073942,11.992921665,2.785,14.179383115,0.236131875666667,4.3702434446,26.043478262,26.0486,8.1626511342,2.9754102302,0.707106781186548,0.245420535141957,0.00898176682054621,0.471422564813147,0.166608323121426,1.31323535064487,0.0202625863937001,0.46786086930959,1.81804648019653,0.261315510446663,1.09094204470735,0.38964133198926
"Sel_eur",3,5.831980641,0.1212874814,8.4604080002,3.542,11.7986338812,0.3746668598,7.0912445512,45.66627497,24.72976,10.1726830208,4.6537918346,0.707106781186548,0.494654474985687,0.0126148985303526,0.758723339084824,0.273265438722133,0.771622957910704,0.0349326439523374,0.435129480431986,3.38730165674377,0.444505970263617,1.14972196557831,0.0893631545972012
"Sel_oax",3,2.4035584872,0.063171905,13.929212,2.462,15.779078562,0.1865908612,8.9124184088,60.043478258,25.67955,0.664149861,4.777953054,0.707106781186548,0.134278790440623,0.00594393771618915,1.44465609955271,0.148505892138999,0.915974059552231,0.0237395795063489,0.697335447229123,3.66638023670618,0.740132904168794,0.340773325950894,0.298181041327774
"Sel_swim",3,2.0608026968,0.0506277298,9.9332120006,1.474,26.742203188,0.1127185562,9.8763416516,117.783783782,23.52672,5.881728524,3.9703225722,0.707106781186548,0.283424976581403,0.00759513340169006,0.374633647025779,0.147261671863387,2.83548522839715,0.00893950059756115,0.449286750255259,7.20279143769863,0.421054132386799,0.508400729982965,0.230780089899545
"Sel_umb",3,3.527857281,0.100463979,8.5649,1.632,26.150043356,0.188953101,12.024359234,82.608695652,16.9972,3.3636452592,4.1982142652,0.707106781186548,0.28193808550871,0.0110982871940002,0.902539159874998,0.147017005819055,2.47198479570829,0.0115890487995141,0.715174995874725,4.71694047056305,0.14854952036274,0.374178787222194,0.265985983105737
